address,area,direction,furniture,numBath,numBed,numFloor,price,type,type_detail,url
,,,,,,1,,C?n h?/Chung c?,,https://nha.chotot.com
"???ng Ng?c Hà, Ph??ng Ng?c Hà, Qu?n Ba ?ình, Hà N?i",52,,,1,2,1,0.72,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/88774710.htm
"???ng Quan Nhân, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",50,,N?i th?t ??y ??,4,8,1,4.6,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/90227166.htm
"a7 phuong mai, ???ng Ph??ng Mai, Ph??ng Ph??ng Mai, Qu?n ??ng ?a, Hà N?i",42,,,1,2,1,1.35,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89831405.htm
"???ng Ngô Thì Nh?m, Ph??ng D??ng N?i, Hà ?ông, Ha? Nô?i, Ph??ng D??ng N?i, Qu?n Hà ?ông, Hà N?i",73,,N?i th?t ??y ??,2,2,1,2.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90227922.htm
"???ng Xã ?àn, Ph??ng Ph??ng Liên, Qu?n ??ng ?a, Hà N?i",49,,,1,2,1,0.54,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/86916951.htm
"???ng Nguy?n Chí Thanh, Ph??ng Láng Th??ng, Qu?n ??ng ?a, Hà N?i",52,,N?i th?t ??y ??,3,4,1,5.9,C?n h?/Chung c?,Officetel,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/90228395.htm
"???ng C? Linh, Ph??ng Th?ch Bàn, Qu?n Long Biên, Hà N?i",62,?ông Nam,N?i th?t ??y ??,1,2,1,1.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/90229358.htm
"???ng ?ình Thôn, Ph??ng M? ?ình 1, Qu?n Nam T? Liêm, Hà N?i",48,B?c,N?i th?t ??y ??,1,2,1,0.77,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90129097.htm
"???ng Nguy?n Xi?n, Ph??ng ??i Kim, Qu?n Hoàng Mai, Hà N?i",48,,,1,1,1,1.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/90229409.htm
"???ng Khu?t Duy Ti?n, Ph??ng Trung Hoà, Qu?n C?u Gi?y, Hà N?i",136.8,Tây B?c,,2,4,1,0.0355,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/90230087.htm
"???ng Tôn Th?t Tùng, Ph??ng Kh??ng Th??ng, Qu?n ??ng ?a, Hà N?i",33,,,1,1,1,0.66,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/87010929.htm
"???ng Hoàng Hoa Thám, Ph??ng V?nh Phúc, Qu?n Ba ?ình, Hà N?i",48,,,1,2,1,1.05,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/89937592.htm
"???ng Qu?c L? 5, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",77,,N?i th?t cao c?p,2,3,1,3.478,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/90231178.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",54,?ông B?c,N?i th?t cao c?p,1,2,1,1.98,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89220132.htm
"???ng Hoàng Qu?c Vi?t, Ph??ng Ngh?a ?ô, Qu?n C?u Gi?y, Hà N?i",60,?ông,Hoàn thi?n c? b?n,1,2,1,2.28,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/90231655.htm
"???ng Phùng H?ng, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",66,?ông Nam,N?i th?t ??y ??,1,2,1,1.17,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90232271.htm
"???ng Ph?m Ng?c Th?ch, Ph??ng Kim Liên, Qu?n ??ng ?a, Hà N?i",33,,,1,1,1,0.61,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89508499.htm
"???ng V? Tr?ng Ph?ng, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",33,,,1,1,1,0.65,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/87216230.htm
"???ng Phùng H?ng, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",76,Tây B?c,N?i th?t cao c?p,2,2,1,1.55,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88540073.htm
"???ng Hào Nam, Ph??ng Ô Ch? D?a, Qu?n ??ng ?a, Hà N?i",32,,,1,1,1,0.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/86803041.htm
"???ng Hàm Nghi, Ph??ng C?u Di?n, Qu?n Nam T? Liêm, Hà N?i",57,,,1,2,1,2.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90093430.htm
"???ng Trích Sài, Ph??ng B??i, Qu?n Tây H?, Hà N?i",50,,N?i th?t ??y ??,1,1,1,0.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/89126483.htm
"???ng Nguy?n C? Th?ch, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",85,,,,2,1,2.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90109889.htm
"Khu ?ô th? Nam Th?ng Long, Ph??ng Phú Th??ng, Qu?n Tây H?, Hà N?i",98,,N?i th?t cao c?p,2,3,1,3.85,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/89010817.htm
"122-124 ???ng Xuân Th?y, ph??ng D?ch V?ng H?u, qu?n C?u Gi?y, thành ph? Hà N?i., Ph??ng D?ch V?ng, Qu?n C?u Gi?y, Hà N?i",54,B?c,N?i th?t ??y ??,1,2,1,2.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/90239182.htm
"???ng Hoàng Sa, Xã ?ông H?i, Huy?n ?ông Anh, Hà N?i",68,,N?i th?t cao c?p,2,2,1,1.53,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-dong-anh-ha-noi/90214175.htm
???ng Nguy?n V?n C?,45,Nam,N?i th?t ??y ??,1,2,1,0.65,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88811884.htm
"???ng Hoàng Hoa Thám, Ph??ng Ng?c Hà, Qu?n Ba ?ình, Hà N?i",56,?ông B?c,N?i th?t ??y ??,2,2,1,0.57,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/90210509.htm
"230, ???ng L?c Trung, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Hà N?i",90,,N?i th?t ??y ??,2,3,1,2.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/90210771.htm
"???ng Quan Hoa, Ph??ng Quan Hoa, Qu?n C?u Gi?y, Hà N?i",35,Tây,N?i th?t cao c?p,1,1,1,0.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/89429860.htm
"???ng V?nh Phúc, Ph??ng V?nh Phúc, Qu?n Ba ?ình, Hà N?i",50,,,1,2,1,0.99,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/89427903.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",30,?ông Nam,,1,1,1,1.05,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90177159.htm
"???ng ?? Nhu?n, Ph??ng Xuân ??nh, Qu?n B?c T? Liêm, Hà N?i",50,,N?i th?t ??y ??,1,2,1,0.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/88206173.htm
"???ng Tây S?n, Ph??ng Kh??ng Th??ng, Qu?n ??ng ?a, Hà N?i",56,,N?i th?t ??y ??,2,3,1,0.69,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89082600.htm
"108 Nguy?n Trãi, Thanh Xuân, Hà N?i, Ph??ng Th??ng ?ình, Qu?n Thanh Xuân, Hà N?i",112,,N?i th?t ??y ??,2,3,1,4.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/90211518.htm
"???ng Nguy?n V?n Huyên, Ph??ng Quan Hoa, Qu?n C?u Gi?y, Hà N?i",33,Nam,N?i th?t cao c?p,1,1,1,0.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/83548197.htm
"Khu ?ô th? M? Lao, Ph??ng M? Lao, Qu?n Hà ?ông, Hà N?i",76.19,,,2,2,1,2.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90211723.htm
"???ng Xã ?àn, Ph??ng Ph??ng Liên, Qu?n ??ng ?a, Hà N?i",40,Tây,N?i th?t ??y ??,1,1,1,0.55,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/87301903.htm
"Gi?i phóng, Ph??ng Ph??ng Mai, Qu?n ??ng ?a, Hà N?i",45,,,1,2,1,0.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/87589962.htm
"16, ???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",74,?ông,Hoàn thi?n c? b?n,2,2,1,1.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/90207975.htm
"Khu ?ô th? Nam Th?ng Long, Ph??ng Phú Th??ng, Qu?n Tây H?, Hà N?i",105,Nam,N?i th?t cao c?p,2,3,1,3.38,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/90201133.htm
"???ng Nguy?n Xi?n, Ph??ng ??i Kim, Qu?n Hoàng Mai, Hà N?i",48.6,,,1,1,1,1.59,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/90197435.htm
"???ng Th??ng ?ình, Ph??ng Kh??ng ?ình, Qu?n Thanh Xuân, Hà N?i",48,,N?i th?t ??y ??,,2,1,0.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/90197480.htm
"???ng Nguy?n Trãi, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",58,,N?i th?t ??y ??,2,3,1,0.89,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88244686.htm
"???ng Phúc La, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",62.6,Tây Nam,N?i th?t cao c?p,2,2,1,1.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90197848.htm
"T? 17, Ph??ng Yên Ngh?a, Qu?n Hà ?ông, Hà N?i",60,,Hoàn thi?n c? b?n,1,2,1,1.08,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90198048.htm
"???ng Nguyên H?ng, Ph??ng Thành Công, Qu?n Ba ?ình, Hà N?i",60,,N?i th?t ??y ??,1,2,1,1.55,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/90198132.htm
"Khu ?ô th? Geleximco ???ng Lê Tr?ng T?n, Ph??ng D??ng N?i, Qu?n Hà ?ông, Hà N?i",83,?ông B?c,,2,3,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/86841542.htm
"???ng Ch? Khâm Thiên, Ph??ng Ph??ng Liên, Qu?n ??ng ?a, Hà N?i",35,,,1,2,1,0.09,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/90198557.htm
"Ngã 4, Ngã 4 ???ng C? Linh, Ph??ng Giang Biên, Qu?n Long Biên, Hà N?i",100,,,,3,1,2.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/90198699.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",64,Tây Nam,N?i th?t cao c?p,2,2,1,2.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90199051.htm
"378, 378 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Hà N?i",88,,,,3,1,4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/90199121.htm
"???ng Qu?c L? 5, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",55,,Hoàn thi?n c? b?n,1,2,1,1.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/90199232.htm
???ng Ki?n H?ng,70,,,2,2,1,1.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90066163.htm
"???ng Ph?m V?n ??ng, Ph??ng C? Nhu? 1, Qu?n B?c T? Liêm, Hà N?i",75,,,,2,1,2.05,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/90199519.htm
"The Golden An Khánh 32T, Khu ?ô th? Nam An Khánh, Xã An Khánh, Huy?n Hoài ??c, Hà N?i",92,Tây,N?i th?t ??y ??,2,3,1,2.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/90199531.htm
"???ng Linh ?àm, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",45,,,1,1,1,0.89,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/90199958.htm
"8, ???ng Bùi Ng?c D??ng, Ph??ng B?ch Mai, Qu?n Hai Bà Tr?ng, Hà N?i",50,B?c,N?i th?t ??y ??,1,2,1,1.4,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/90200282.htm
"???ng Hu?nh V?n Ngh?, Ph??ng Sài ??ng, Long Biên, Ha? Nô?i, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",73,Tây B?c,Hoàn thi?n c? b?n,2,2,1,2.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88915965.htm
"S? 4 ???ng Quang Trung, ph??ng Quang Trung, qu?n Hà ?ông, Hà N?i, Ph??ng Quang Trung, Qu?n Hà ?ông, Hà N?i",60,Tây Nam,Hoàn thi?n c? b?n,2,2,1,1.85,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/78727550.htm
"K?T Nam Th?ng Long, Ph??ng ?ông Ng?c, Qu?n B?c T? Liêm, Hà N?i",93,,Hoàn thi?n c? b?n,2,2,1,0.0185,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/89676456.htm
"Th?ng Long Victory, Th? tr?n Tr?m Trôi, Huy?n Hoài ??c, Hà N?i",70,?ông B?c,N?i th?t ??y ??,2,2,1,1.28,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/73071168.htm
"???ng Tr?n Thái Tông, Qu?n C?u Gi?y, Hà N?i",65,?ông Nam,,,2,1,1.88,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/90202864.htm
"???ng Hàm Nghi, Ph??ng M? ?ình 1, Qu?n Nam T? Liêm, Hà N?i",84,Nam,N?i th?t ??y ??,2,3,1,1.99,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90202882.htm
"???ng An D??ng V??ng, Ph??ng Phú Th??ng, Qu?n Tây H?, Hà N?i",99,,,2,3,1,3.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/90204282.htm
"???ng Tr??ng ??nh, Ph??ng Tr??ng ??nh, Qu?n Hai Bà Tr?ng, Hà N?i",72,,N?i th?t cao c?p,2,3,1,7.3,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/90204499.htm
"Lý Thánh Tông, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",27,,,1,1,1,1.2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/90204525.htm
"???ng Tr??ng Chinh, Ph??ng Kh??ng Th??ng, Qu?n ??ng ?a, Hà N?i",33,,,1,1,1,0.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/88271699.htm
"257, 257 ???ng Gi?i Phóng, Ph??ng Ph??ng Mai, Qu?n ??ng ?a, Hà N?i",92,,Hoàn thi?n c? b?n,2,3,1,3.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/90204667.htm
"???ng Lê Tr?ng T?n, Ph??ng Ki?n H?ng, Qu?n Hà ?ông, Hà N?i",47.85,Nam,N?i th?t ??y ??,1,1,1,0.85,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90204927.htm
"Khu ?ô th? Nam Th?ng Long, Ph??ng Phú Th??ng, Qu?n Tây H?, Hà N?i",99,,N?i th?t cao c?p,2,3,1,3.38,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/90205305.htm
???ng An D??ng V??ng,69,B?c,Hoàn thi?n c? b?n,2,2,1,2.361,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/90205576.htm
"???ng C?u Di?n, Ph??ng Phú Di?n, Qu?n B?c T? Liêm, Hà N?i",32,,,1,1,1,0.59,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/90205897.htm
"???ng Lê V?n L??ng, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",121,Tây,N?i th?t ??y ??,2,3,1,2.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/88224351.htm
"???ng Tây M?, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",30,?ông B?c,Hoàn thi?n c? b?n,1,1,1,1.075,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90206466.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",44,?ông B?c,Hoàn thi?n c? b?n,1,1,1,2.095,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90206649.htm
"lê tr?ng t?n, Xã An Khánh, Huy?n Hoài ??c, Hà N?i",69.9,,,2,2,1,1.49,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/90206804.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",136,,N?i th?t cao c?p,3,4,1,3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90207355.htm
"???ng Trích Sài, Ph??ng Th?y Khuê, Qu?n Tây H?, Hà N?i",50,,,2,2,1,0.9,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/90207537.htm
"???ng Xuân ??nh, Ph??ng Xuân ??nh, Qu?n B?c T? Liêm, Hà N?i",48,,,2,2,1,0.83,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/90208254.htm
"???ng Chính Trung, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",60,?ông Nam,,1,2,1,1.41235,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/90208344.htm
"???ng Hàm Nghi, Ph??ng C?u Di?n, Qu?n Nam T? Liêm, Hà N?i",58,Nam,N?i th?t cao c?p,1,1,1,2.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89229305.htm
"???ng Hoàng Hoa Thám, Ph??ng Li?u Giai, Qu?n Ba ?ình, Hà N?i",35,,N?i th?t ??y ??,1,1,1,0.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/90208471.htm
"Ngõ 230, ???ng Thanh L??ng, Ph??ng Thanh L??ng, Qu?n Hai Bà Tr?ng, Hà N?i",72,?ông,,1,2,1,1.59,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/90208486.htm
"ph?m v?n ??ng, Ph??ng C? Nhu? 1, Qu?n B?c T? Liêm, Hà N?i",36,,,1,1,1,0.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/90208741.htm
"???ng Tr?n Th? ??, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",53,,Hoàn thi?n c? b?n,2,2,1,1.81,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/90208865.htm
"???ng Phùng H?ng, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",81,?ông B?c,N?i th?t ??y ??,2,2,1,1.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90209066.htm
"???ng Xa La, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",67,?ông B?c,,2,2,1,1.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/90209087.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",59,?ông Nam,,2,2,1,1.13,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/90209336.htm
"???ng Trích Sài, Ph??ng B??i, Qu?n Tây H?, Hà N?i",43,Tây,N?i th?t ??y ??,1,2,1,0.65,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/88378520.htm
"???ng Lê ??c Th?, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",76.5,?ông,N?i th?t ??y ??,2,2,1,2.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90209831.htm
"???ng Qu?c L? 5, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",50,,N?i th?t cao c?p,1,2,1,0.525,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/90209944.htm
"???ng M? Trì, Ph??ng M? Trì, Qu?n Nam T? Liêm, Hà N?i",42,Tây B?c,N?i th?t ??y ??,1,1,1,1.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/90210011.htm
"???ng Láng H?, Ph??ng Thành Công, Qu?n Ba ?ình, Hà N?i",100.71,,,2,2,1,9.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ba-dinh-ha-noi/90210072.htm
"11, ???ng Tr?n Qu?c V??ng, Ph??ng D?ch V?ng H?u, Qu?n C?u Gi?y, Hà N?i",57,?ông Nam,N?i th?t ??y ??,1,2,1,1.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/90210109.htm
"???ng Xuân Th?y, Ph??ng D?ch V?ng H?u, Qu?n C?u Gi?y, Hà N?i",33,Tây,N?i th?t ??y ??,1,1,1,0.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/83529053.htm
"???ng Tr??ng Chinh, Ph??ng Kh??ng Th??ng, Qu?n ??ng ?a, Hà N?i",55,Tây Nam,N?i th?t ??y ??,2,2,1,0.55,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/90210246.htm
