address,area,direction,furniture,numBath,numBed,numFloor,price,type,type_detail,url
"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",25.0,,Nội thất đầy đủ,1,1,2,2.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90405829.htm
"kim giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",30.0,,,4,4,,3.85,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90405923.htm
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",50.0,,,,5,5,4.7,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90405929.htm
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",43.0,,,2,2,2,1.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90405947.htm
"Đường La Tinh, Xã Đông La, Huyện Hoài Đức, Hà Nội",33.1,Đông,Hoàn thiện cơ bản,3,4,4,2.0,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/90405966.htm
"Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",34.0,,,4,4,,2.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/89484912.htm
"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",40.0,Đông Nam,Nội thất cao cấp,4,7,6,7.9,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90031861.htm
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",30.0,,,,3,,3.4,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90406186.htm
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",56.0,,Nội thất đầy đủ,3,4,4,5.9,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90310884.htm
"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",55.0,,Nội thất cao cấp,5,6,5,6.3,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90406344.htm
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",50.0,,Nội thất đầy đủ,5,4,4,4.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90406389.htm
"62, Đường Tỉnh lộ 419, Xã Đại Yên, Huyện Chương Mỹ, Hà Nội",160.0,Đông Bắc,Hoàn thiện cơ bản,2,5,3,5.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-huyen-chuong-my-ha-noi/90406416.htm
"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",90.0,,,4,4,,0.0098,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90406429.htm
"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",30.0,,Hoàn thiện cơ bản,3,3,4,3.59,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90406502.htm
"Đường Trường Lâm, Phường Đức Giang, Quận Long Biên, Hà Nội",45.0,,,1,2,2,2.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90404049.htm
Đường Ngô Quyền,35.0,,,,3,,3.1,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/89301300.htm
"văn cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",35.0,,Nội thất đầy đủ,4,3,5,3.9,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90401639.htm
"đào tấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội",33.0,,Nội thất đầy đủ,4,3,5,4.05,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90401701.htm
"16, Ngõ 41 Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",35.0,,Nội thất đầy đủ,3,4,5,3.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90401716.htm
"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",31.0,,,3,3,5,3.15,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90401739.htm
"Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",62.0,,Nội thất đầy đủ,3,4,4,9.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/88670400.htm
"Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",35.0,Đông Bắc,Hoàn thiện cơ bản,3,3,3,1.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90401769.htm
"Đường Trần Cung, Quận Bắc Từ Liêm, Hà Nội",30.0,Tây Nam,,3,3,3,2.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90401770.htm
"Đường Nguyễn Văn Cừ, Phường Giang Biên, Quận Long Biên, Hà Nội",45.0,,,1,2,,2.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90401840.htm
"Đường Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",35.0,Đông Bắc,Nội thất đầy đủ,,3,4,3.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90401911.htm
Đường Tô Hiệu,40.0,,,,4,,4.7,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/88692123.htm
,48.0,,Hoàn thiện cơ bản,3,3,4,2.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90402440.htm
văn phú,35.0,,,,3,,2.73,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90181210.htm
"Đường Tố Hữu, Quận Hà Đông, Hà Nội",30.0,,,,3,,1.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90402671.htm
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",14.0,,,3,2,4,1.25,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90402725.htm
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",40.0,Tây Nam,Hoàn thiện cơ bản,3,4,4,8.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90402820.htm
"Đường Quốc lộ 21B, Quận Hà Đông, Hà Nội",35.0,,,,3,,2.2,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90402835.htm
"Đường Đặng Thùy Trâm, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",56.0,Tây,Nội thất cao cấp,Nhiều hơn 6 phòng,8,6,13.65,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90374376.htm
"Tân, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",35.0,,Hoàn thiện cơ bản,4,4,,3.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90402921.htm
"Đường Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",47.0,,Hoàn thiện cơ bản,4,3,5,5.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90403036.htm
"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",35.0,Đông Nam,Nội thất cao cấp,4,3,5,4.75,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90403086.htm
"Đường Lâm Du, Phường Bồ Đề, Quận Long Biên, Hà Nội",40.0,,,4,5,4,3.0,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90403164.htm
"Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",50.0,Đông Nam,,4,5,,6.0,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90403165.htm
Đường Hữu Lê,30.0,,,,3,,2.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90212942.htm
"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",32.0,,,,3,,1.65,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90338129.htm
"Đường Nguyễn Bỉnh Khiêm, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",24.0,Tây,,5,4,,11.3,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/87813349.htm
"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",84.0,Đông Nam,Nội thất cao cấp,Nhiều hơn 6 phòng,7,7,15.8,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90101745.htm
"Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",38.0,,Nội thất đầy đủ,3,2,4,4.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90403335.htm
"Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",36.0,,Nội thất đầy đủ,4,3,5,3.9,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90403340.htm
"Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",32.0,,,4,3,5,2.75,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/89884921.htm
"Đường Yên Hoa, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",34.0,,Nội thất đầy đủ,,4,,15.999,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/90403453.htm
"số 4, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",65.0,Đông Bắc,Nội thất cao cấp,3,2,3,9.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90403473.htm
"Hữu Hoà, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",36.0,,,,4,,2.7,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/89821740.htm
"33 ngõ 107, Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",42.0,Đông Nam,Nội thất đầy đủ,3,3,3,5.7,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90403618.htm
Đường Cầu Giấy,40.0,,,,2,,4.2,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90403767.htm
"Đường Quốc lộ 6, Quận Hà Đông, Hà Nội",55.0,,,,2,,1.25,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90403774.htm
"YÊN LÔ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",36.0,Tây Bắc,Nội thất cao cấp,4,6,5,2.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90403821.htm
"127, Đường Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội",54.0,,Nội thất cao cấp,3,3,3,4.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90403922.htm
"20, Đường Phú Minh, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",42.9,Tây Nam,Hoàn thiện cơ bản,2,3,2,2.45,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90403943.htm
"Đường Mạc Thái Tổ, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",40.0,,,3,4,,8.9,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90404162.htm
"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",55.0,,,,4,,6.26,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90404330.htm
,32.0,,,2,2,3,3.2,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90179431.htm
"Đường Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",38.0,,Nội thất đầy đủ,5,4,5,3.85,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90404459.htm
"Đường An Dương Vương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội",30.0,,Nội thất đầy đủ,3,3,5,2.98,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/90404495.htm
"Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",42.0,Tây Nam,,4,5,,3.85,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90404813.htm
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",46.0,,Hoàn thiện cơ bản,5,4,5,6.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/89374874.htm
"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",30.0,,,,2,,2.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90405065.htm
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",20.0,,Nội thất đầy đủ,4,4,5,7.95,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90405073.htm
"Đường Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",40.0,,,,4,,5.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90149325.htm
"102, Đường Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",32.0,,Nội thất cao cấp,4,4,4,2.5,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90345736.htm
"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",55.0,,Nội thất đầy đủ,5,4,6,7.1,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90405215.htm
"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",48.0,,,,4,5,7.2,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/89966063.htm
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",42.0,,,5,3,5,3.4,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90405344.htm
"Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",63.0,,Nội thất đầy đủ,5,6,5,6.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90405411.htm
"Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",35.0,,,3,3,5,3.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90091814.htm
"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",38.0,,,4,4,,2.7,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/88519863.htm
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",31.0,,Nội thất đầy đủ,4,3,5,0.36789,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/89858443.htm
"Đường Nguyễn Đình Chiểu, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",60.0,,,Nhiều hơn 6 phòng,nhiều hơn 10 phòng,7,15.0,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90403993.htm
"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",32.0,,,4,3,,3.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90406512.htm
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60.0,,,6,6,,14.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90406636.htm
"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",36.0,Tây Nam,Nội thất đầy đủ,3,3,4,3.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/89900203.htm
"Đường Quốc lộ 6, Phường Quang Trung, Quận Hà Đông, Hà Nội",45.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,7,7,11.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90406655.htm
Đường Cự Lộc,25.0,,,4,3,5,3.15,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90406842.htm
"kiến hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",32.0,Tây,Nội thất đầy đủ,3,3,4,2.43,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90401344.htm
"Đường Lê Quang Đạo, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",46.0,,Nội thất cao cấp,3,3,4,3.65,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90401374.htm
"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",45.0,,Nội thất cao cấp,3,4,4,4.85,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90401388.htm
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",30.0,,,2,2,,2.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90401412.htm
"Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội",34.0,,Nội thất đầy đủ,4,3,5,3.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90401413.htm
"Vũ Đức Thận, Phường Việt Hưng, Quận Long Biên, Hà Nội",34.0,,,4,3,,3.05,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/89177549.htm
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",45.0,,Nội thất cao cấp,4,5,,4.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90401438.htm
"Đường Lê Hữu Trác, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",35.0,Tây Nam,,3,3,4,2.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90401467.htm
"đường bưởi, Phường Liễu Giai, Quận Ba Đình, Hà Nội",36.0,,Nội thất đầy đủ,4,3,5,3.85,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90401546.htm
"Đường Giang Văn Minh, Quận Ba Đình, Hà Nội",68.0,,Nội thất đầy đủ,3,4,,5.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90401495.htm
"Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",71.0,,Nội thất đầy đủ,,4,4,8.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90400946.htm
"Đường Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội",35.0,,Nội thất đầy đủ,3,3,4,2.45,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90400973.htm
"Đường Tố Hữu, Phường La Khê, Quận Hà Đông, Hà Nội",50.0,,Hoàn thiện cơ bản,4,4,5,7.9,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90401005.htm
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",50.0,,,4,4,,5.1,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90401019.htm
"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",23.5,,,3,3,3,2.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90401051.htm
"Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",50.0,,,4,4,5,6.1,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90401087.htm
"ql6, Phường Biên Giang, Quận Hà Đông, Hà Nội",33.0,,Hoàn thiện cơ bản,,3,,1.35,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90399355.htm
"Đường Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",55.0,,,5,4,,7.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90397882.htm
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",20.0,,Nội thất đầy đủ,,3,4,2.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90397933.htm
"Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",44.0,Đông Nam,Nội thất đầy đủ,3,4,4,2.8,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90398075.htm
"Đường Thái Thịnh, Quận Đống Đa, Hà Nội",60.0,,,,2,,8.0,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90397344.htm
,50.0,Tây Bắc,Hoàn thiện cơ bản,3,3,3,5.7,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90397352.htm
"299, Đường Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",51.0,Tây,,4,4,,6.0,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90397363.htm
"Đường Ngọc Đại, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",26.0,Đông Bắc,Nội thất đầy đủ,3,3,5,2.85,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90397438.htm
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",28.0,,Hoàn thiện cơ bản,3,3,4,2.05,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90397452.htm
Đường Triều Khúc,35.0,,Nội thất đầy đủ,3,4,4,3.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90397502.htm
"Đường Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",51.0,,Nội thất cao cấp,5,6,5,7.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90397537.htm
"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",58.0,,,,2,,3.9,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90397552.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",35.0,,Hoàn thiện cơ bản,4,3,5,2.88,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/84368343.htm
"Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",40.0,,Nội thất đầy đủ,,2,,3.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90397753.htm
"Đường Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",65.0,,Nội thất cao cấp,5,5,7,16.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90351960.htm
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",43.0,,Nội thất cao cấp,,5,5,4.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90397802.htm
"Giasp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",72.0,,Nội thất cao cấp,3,4,4,8.5,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90397860.htm
